BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYukseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
580,0,1.2,0,0,1,47,0.9,91,3,1,1086,1345,3451,11,0,0,1,2,3
1558,0,2.4,1,0,0,27,0.1,146,1,1,120,1409,3598,12,0,1,0,2,2
1053,1,2.9,1,7,1,42,0.9,126,6,17,419,1261,1339,14,1,1,0,0,0
831,0,0.7,1,2,0,62,0.7,134,8,9,1482,1490,2573,18,0,1,0,1,0
1065,1,1.7,0,4,0,48,0.3,162,6,8,1188,1948,265,12,0,1,1,0,6
1667,1,1,0,0,0,21,0.9,138,2,0,1211,1396,635,15,0,1,1,0,4
1695,1,0.5,0,6,0,46,0.7,200,3,9,1791,1898,446,15,0,0,0,3,4
1253,0,0.5,0,5,0,5,0.2,152,2,19,685,714,1878,4,0,0,1,3,10
1273,0,0.7,1,1,1,23,0.6,178,6,14,485,1399,558,13,0,1,1,0,11
1860,0,2.3,1,15,1,23,0.6,162,4,16,1362,1506,3918,8,1,0,1,2,7
1271,1,0.5,0,2,1,54,0.1,159,8,3,613,650,990,6,1,0,0,0,1
1484,1,3,1,3,1,12,0.6,134,3,5,916,969,1457,20,0,0,1,3,11
894,1,0.9,1,5,0,54,0.2,130,3,15,104,541,2829,13,0,1,0,1,11
1576,0,2.2,1,8,1,5,0.7,139,3,17,258,789,3904,7,0,0,0,2,2
793,0,1.9,0,0,0,43,0.3,124,8,2,15,1196,1050,3,0,0,0,0,11
1432,0,1.7,0,6,0,39,0.3,164,4,18,209,947,504,10,0,0,1,0,1
1379,0,1.5,1,6,0,9,0.8,118,8,13,98,755,1693,18,0,1,0,3,1
1910,1,1.4,1,0,1,29,0.6,146,7,2,333,639,2944,2,0,0,0,1,7
1245,0,0.6,1,2,1,30,0.7,105,5,3,330,1434,2676,7,0,1,1,1,7
1523,0,1.8,1,6,0,11,0.1,129,1,8,148,1606,707,19,0,0,1,0,4
1175,0,1.7,0,1,0,45,0.6,167,2,7,90,557,2240,5,0,0,1,3,8
879,1,1.5,0,0,0,21,0.8,187,4,2,463,1038,2927,11,0,1,0,1,1
1593,0,1,1,0,0,52,0.7,130,8,0,761,1336,1354,13,0,0,0,3,5
1104,1,1.7,1,1,0,60,0.4,199,2,13,653,1413,1229,3,0,0,0,0,0
1189,0,1.9,1,5,1,7,0.5,164,2,20,79,615,841,11,1,0,1,0,7
1982,0,1.6,1,2,0,12,0.2,80,5,20,287,593,1824,14,0,0,0,3,7
560,1,0.5,1,14,1,23,1,146,8,15,356,1903,2360,18,1,0,0,3,11
1986,1,0.5,1,7,1,51,0.4,95,3,9,342,774,3165,13,0,1,1,2,11
1303,1,1,0,0,0,15,0.1,138,3,10,229,1604,2574,14,0,0,0,1,4
868,0,0.9,1,5,1,5,0.4,137,4,7,40,1311,1519,2,1,1,0,0,7
534,0,2.5,1,1,0,21,0.3,164,7,9,347,1477,2706,18,0,0,1,1,2
1510,1,0.6,0,1,1,32,0.7,135,3,8,963,1520,854,10,0,1,0,3,9
1172,1,1.9,1,0,0,27,0.7,164,1,3,607,1092,1477,6,0,1,1,3,4
612,0,0.5,0,1,0,20,0.8,179,8,6,1145,1487,3282,18,0,0,0,2,9
1138,1,1.4,1,12,0,44,0.2,187,8,17,111,1138,3475,3,0,1,1,2,10
1454,0,0.5,0,1,1,34,0.7,83,4,3,250,1033,3419,5,0,0,1,2,8
796,1,0.5,1,2,1,12,0.5,114,1,8,174,518,1075,2,1,0,1,0,2
864,1,1.6,0,0,0,53,0.3,88,6,1,262,1436,493,10,0,0,1,0,7
642,0,0.5,1,0,0,38,0.8,86,5,10,887,1775,435,2,0,0,1,0,1
1830,0,1,1,7,0,47,0.3,117,1,11,1191,1882,3362,11,0,1,1,2,11
1845,0,0.5,0,10,1,61,0.3,96,1,12,292,695,1731,6,1,1,1,3,9
1176,0,2.1,1,2,0,62,0.5,168,2,10,674,1455,1534,17,0,1,1,3,6
767,1,1.9,1,16,0,19,0.2,185,6,17,271,1000,2445,6,0,0,0,3,9
947,1,0.8,0,0,0,22,0.1,197,2,13,1176,1220,2842,2,0,1,1,1,2
594,0,2.6,1,1,1,27,0.1,196,5,2,407,528,708,17,1,0,0,0,9
591,1,2.1,0,18,0,16,0.5,196,7,20,952,1726,704,4,0,0,0,0,10
507,0,0.5,0,1,1,32,0.5,141,7,11,936,1398,1702,5,0,0,0,3,7
1166,0,0.5,1,7,1,59,0.5,80,1,11,437,638,3887,7,0,1,0,2,2
1494,1,1.6,1,3,0,45,0.8,158,5,4,449,790,3208,4,0,1,1,2,5
1732,0,1.1,1,4,0,12,0.8,119,8,9,824,881,1308,11,0,1,0,3,1
893,1,2.5,0,0,1,55,0.6,183,2,1,417,946,2986,6,1,0,0,1,11
774,1,0.5,0,2,0,10,0.5,188,2,9,1480,1731,2944,2,0,0,0,1,0
1861,0,0.9,1,4,0,55,0.5,148,7,8,1698,1877,601,4,0,1,1,3,9
1882,0,1.3,0,8,1,47,0.2,140,2,13,119,652,2500,11,1,1,0,1,3
1918,1,1.9,1,2,1,10,0.6,110,5,10,1170,1543,1717,16,0,0,0,1,9
1336,1,0.9,1,5,0,17,0.2,194,5,9,55,583,1869,16,0,0,0,3,1
1876,1,0.5,1,10,0,40,0.3,86,6,14,546,1564,2513,16,0,0,1,2,0
1677,1,1.8,0,4,1,11,0.7,124,6,8,271,1477,3771,12,0,1,1,2,11
1205,0,2.7,1,5,1,10,0.1,163,6,10,321,1870,953,20,1,0,0,0,3
1042,1,2.2,1,15,0,11,0.6,139,5,16,68,1018,2826,2,0,1,1,1,2
772,1,2.6,0,7,1,6,0.1,100,2,10,741,1471,929,18,1,0,0,0,6
732,0,1.3,1,5,0,32,0.4,163,8,7,1661,1836,,5,0,1,0,2,11
1561,1,0.5,0,10,0,4,0.5,134,2,13,885,1811,1783,10,0,0,1,1,10
616,0,2.2,1,3,0,21,0.8,150,7,4,347,513,3267,19,0,1,1,1,4
946,0,2.6,0,17,1,5,0.1,166,3,20,1698,1771,3720,4,1,0,1,2,10
897,0,2,1,3,0,2,0.6,154,8,10,0,994,1958,7,0,0,1,3,2
1778,1,0.5,1,0,1,15,0.5,102,3,0,1445,1954,1214,14,0,1,1,3,3
1424,0,2.9,0,0,1,20,0.6,180,5,0,181,1199,2658,19,0,1,1,1,9
1641,1,1.1,1,6,1,48,0.7,97,8,7,224,1994,1695,17,0,1,0,1,0
564,1,3,0,1,1,8,0.7,130,2,3,853,1737,2227,14,0,1,0,3,11
994,1,1.2,0,4,1,40,0.9,164,2,17,296,839,3104,11,1,1,1,1,5
1808,0,0.5,0,1,1,31,0.5,92,2,16,714,1208,2736,8,1,1,0,2,10
1288,1,0.5,0,3,0,61,0.2,115,6,6,988,1503,1882,10,0,1,0,1,6
1444,0,2.1,1,9,1,38,0.4,104,7,16,624,917,3764,10,1,1,1,2,9
1504,1,1.9,0,7,0,25,0.3,152,4,9,395,1853,1788,13,0,1,0,3,8
630,1,2,1,9,0,14,0.5,180,8,13,66,1448,1212,12,0,1,1,0,2
1423,1,0.6,1,12,1,44,0.8,131,5,13,501,640,2253,9,1,1,1,3,4
771,1,2.9,1,2,1,62,0.7,106,1,8,1709,1781,1628,6,1,0,1,3,3
930,0,1.3,0,1,0,14,0.4,97,6,10,77,1025,2457,17,0,0,1,3,2
1126,0,2.4,1,2,0,10,0.4,160,6,3,1223,1611,2050,12,0,0,0,1,3
1686,0,2.8,0,3,1,38,0.1,166,4,4,397,1453,2958,2,1,1,1,2,3
673,0,1.7,0,3,0,22,0.1,88,1,5,594,1088,2050,17,0,0,1,3,2
1492,0,1.5,1,5,1,11,0.9,85,3,7,1684,1746,2259,19,1,0,0,2,9
764,1,1,0,9,0,45,0.5,124,8,11,52,539,1341,12,0,1,1,0,7
1128,0,1.1,1,9,0,46,0.9,135,8,10,751,1582,1434,11,0,1,1,3,2
519,0,1.6,0,7,0,51,0.3,132,4,19,550,645,3763,4,0,1,0,2,0
1421,1,2.8,1,0,0,57,0.4,165,1,2,781,1657,2775,14,0,1,0,2,11
832,1,1.6,0,1,0,34,0.3,108,5,5,311,1294,447,12,0,0,1,0,11
904,0,1.2,0,10,0,31,0.8,112,3,11,657,1014,2814,19,0,1,1,1,3
1210,0,1.6,0,9,1,57,0.5,111,4,20,329,1039,1886,17,0,1,0,3,5
1741,0,0.5,1,1,0,55,0.1,140,5,3,719,755,2575,7,0,0,0,1,4
1379,1,0.5,0,1,1,19,0.3,134,8,17,387,671,3912,19,1,0,0,2,10
645,1,2.5,1,10,0,63,1,174,4,14,278,584,3615,13,0,1,0,1,3
743,1,0.5,0,0,0,33,0.3,95,2,1,1587,1659,316,4,0,1,1,0,4
1866,0,2.5,0,3,0,47,0.8,89,5,9,358,1782,1444,20,0,1,1,3,6
1237,0,2.5,1,7,1,13,0.8,98,4,12,18,1004,2528,16,1,1,1,1,11
1064,1,2.9,0,1,0,34,0.2,184,6,13,1175,1569,654,6,0,1,1,0,6
563,0,0.5,0,2,0,41,0.9,145,5,6,1263,1716,2603,9,0,0,1,1,11
559,0,0.5,1,10,1,11,0.4,82,5,14,541,823,2019,16,0,0,0,3,1
614,1,1.7,0,0,0,58,0.2,128,7,2,22,519,3487,11,0,0,0,1,3
1646,0,2.3,1,8,0,41,0.2,185,2,10,1725,1932,3339,19,0,0,1,2,11
1763,1,2.9,0,1,0,53,0.2,101,4,20,138,806,2066,17,0,0,0,3,2
1698,1,2.8,1,10,0,7,0.8,131,8,12,26,508,2992,17,0,0,1,1,8
1384,0,2.8,0,15,1,60,0.1,82,3,18,983,1210,1221,15,0,1,0,3,0
1620,0,2.2,0,0,0,30,0.2,185,3,3,832,1033,606,18,0,1,1,0,2
823,1,1,0,9,0,18,0.2,182,5,16,1180,1350,3894,9,0,0,1,2,9
1549,0,1.5,0,0,0,27,0.4,113,5,7,632,1162,436,11,0,1,1,0,6
1744,0,1,1,1,0,20,0.5,112,8,3,68,718,1205,14,0,1,1,3,2
1314,0,2.8,0,13,0,5,1,87,4,18,82,512,3411,18,0,1,1,2,9
904,1,2.7,0,4,1,19,0.6,147,6,7,1094,1496,545,16,1,1,1,0,4
1578,1,2.9,1,8,1,3,0.9,200,1,20,342,670,3483,16,0,1,1,2,10
1722,0,1,1,7,1,25,0.8,88,6,19,1179,1638,2376,19,1,1,0,2,4
878,0,1.3,1,13,0,31,0.5,153,4,18,575,618,3497,11,0,0,1,1,7
1760,1,1.9,1,1,0,50,0.8,198,1,2,273,1704,2549,4,0,0,1,1,2
1368,0,1.6,0,4,1,9,0.1,115,7,7,843,1145,2941,17,1,0,1,2,11
1097,1,2.1,0,6,1,64,0.2,161,3,8,419,1914,1725,9,0,1,0,3,8
829,1,0.5,1,0,1,56,0.6,129,7,1,91,1916,820,11,0,1,0,0,0
1004,1,1.6,0,0,0,30,1,160,8,1,62,581,1012,13,0,0,0,0,0
961,0,1.5,0,10,1,51,0.3,152,6,16,554,621,2981,7,0,0,0,1,10
744,1,1.7,0,0,0,33,0.5,105,4,2,1252,1963,2700,19,0,1,1,1,10
1057,0,2.7,1,3,0,41,0.1,97,4,10,397,891,2033,2,0,0,1,3,2
1093,1,0.5,1,1,0,31,0.6,171,2,12,1310,1420,1646,6,0,0,1,3,6
1753,1,0.5,0,0,0,31,0.1,134,1,18,1590,1926,1324,17,0,1,0,1,9
951,1,0.5,1,6,0,15,0.6,81,2,17,854,935,1083,16,0,0,1,0,0
805,0,1.7,0,0,0,58,0.9,168,3,10,81,1544,3397,2,0,1,1,1,7
538,1,0.8,1,12,0,2,0.8,177,7,13,235,662,417,9,0,1,0,0,11
1969,1,0.8,0,5,0,7,0.2,85,8,20,332,764,315,7,0,0,1,0,11
769,1,0.5,0,12,0,54,0.2,112,4,19,1385,1780,941,20,0,1,0,0,3
675,1,2.3,1,10,1,60,0.9,144,5,15,192,757,1735,13,0,1,0,0,5
1296,1,0.9,0,,0,14,0.5,124,5,3,811,1272,490,4,0,0,0,0,5
1347,1,0.9,0,8,0,53,0.8,108,6,15,961,1008,3836,14,0,1,0,2,11
503,1,2.5,1,3,1,57,0.6,185,6,11,778,1291,305,16,1,1,0,0,6
1314,1,2.9,0,8,0,41,0.1,155,4,12,113,577,626,4,0,0,0,0,2
1122,1,0.5,1,0,0,40,0.3,156,7,14,675,1163,1456,20,0,0,1,3,4
1136,1,0.5,1,0,0,9,0.9,150,6,2,1307,1767,2110,16,0,1,0,1,10
1504,1,1.5,1,12,0,34,0.7,142,8,15,507,973,2806,7,0,1,0,1,3
643,0,0.7,0,3,0,23,0.8,156,1,9,314,1400,2096,2,0,1,1,3,2
1828,0,2.1,0,0,1,17,0.9,199,1,1,336,898,2280,4,1,1,1,1,6
1263,1,0.5,1,12,1,64,0.3,175,5,18,178,1883,1183,17,1,1,0,3,10
1882,1,2,1,11,0,44,0.8,113,8,19,4,743,3579,20,0,0,1,2,4
1398,1,1.6,0,8,0,26,0.8,150,1,12,755,1284,3488,11,0,0,1,2,3
1312,0,0.8,0,0,1,24,0.9,156,6,0,115,1791,3833,17,1,0,1,2,1
1775,0,1.5,1,3,1,41,0.1,163,1,7,1633,1869,2343,14,0,0,0,2,9
854,1,1,1,5,0,17,0.9,101,4,9,730,1148,3115,2,0,1,1,1,6
528,1,1.7,1,12,0,6,0.8,142,2,15,574,637,3256,6,0,0,1,1,1
1566,0,0.5,0,0,1,20,0.5,126,2,0,1603,1930,659,13,0,0,0,3,3
1158,1,0.7,0,1,0,29,0.7,123,2,20,311,1796,1542,15,0,1,0,3,3
1195,0,1.1,0,2,0,8,0.9,80,6,6,327,1001,643,19,0,1,1,0,8
1148,1,2.3,0,0,0,58,0.3,170,5,20,606,688,3127,11,0,1,1,1,3
808,1,1.9,1,7,1,20,0.8,185,6,14,496,974,1471,11,1,0,1,0,10
1587,0,0.5,1,0,1,50,0.9,148,8,15,299,874,461,4,0,1,0,0,2
1948,1,2.9,0,4,1,5,0.2,136,1,13,651,700,361,10,1,0,1,0,0
1071,1,2.6,1,0,1,49,0.3,199,4,5,1328,1970,3393,7,0,1,1,2,1
1883,0,0.5,1,3,0,10,0.3,146,6,13,836,1739,2600,20,0,1,1,2,8
1068,1,0.5,0,0,0,19,0.9,197,8,9,322,875,1209,12,0,0,1,0,0
1486,1,2.6,1,7,1,52,0.1,85,4,15,1430,1747,297,15,1,0,1,0,11
688,1,2.5,0,0,1,57,0.8,131,7,3,426,1964,3745,4,1,0,1,2,1
885,1,2.3,0,0,0,15,0.4,103,7,0,769,802,1410,5,0,0,0,0,1
547,1,1.9,0,1,1,37,0.4,154,5,4,371,541,2705,10,0,0,1,3,0
1925,1,3,0,0,0,16,0.8,175,8,11,983,1087,2173,19,0,0,1,1,1
1569,0,1.6,0,4,0,54,0.9,190,4,6,371,665,3905,4,0,1,1,2,7
907,0,2.6,0,7,1,44,0.2,160,3,12,144,896,3911,8,1,1,1,2,9
1428,0,1.6,1,0,1,7,0.1,153,4,2,584,983,1808,13,1,0,1,3,6
1180,0,2.5,1,0,0,27,0.1,90,6,1,168,540,348,19,0,0,0,0,0
1832,1,0.7,1,2,1,2,0.6,90,7,6,186,654,2978,18,1,1,1,1,9
1965,0,0.5,1,4,0,29,0.5,149,5,13,584,676,2973,20,0,0,0,2,4
1413,1,0.5,0,5,1,51,0.3,117,5,11,187,517,3383,2,1,1,1,2,3
668,1,0.5,0,0,1,3,0.1,155,5,13,666,1203,2746,8,0,0,0,1,4
1530,1,2,1,11,1,42,0.8,177,6,13,454,1975,725,19,1,1,0,0,2
1572,1,0.6,1,0,0,58,0.2,157,7,8,1109,1937,2462,10,0,1,1,2,9
1405,1,1.7,1,0,1,8,0.3,107,4,7,284,1036,2376,11,1,0,1,1,5
1139,0,0.9,0,6,0,58,0.5,161,2,11,742,999,1850,8,0,1,1,3,9
1960,0,2.1,1,1,1,7,0.2,165,7,9,868,877,3773,6,1,0,0,2,3
715,1,2.3,0,4,1,48,0.1,160,4,6,21,562,3709,10,1,1,1,1,3
1590,1,1.9,0,3,0,21,1,160,5,18,920,963,1701,4,0,1,0,3,0
1082,1,2.3,0,11,1,2,1,101,4,20,398,724,2177,17,1,0,1,3,5
1547,1,2.9,0,6,1,45,0.7,166,2,8,583,590,505,3,1,0,0,0,7
712,0,0.5,0,3,0,35,0.2,84,2,10,558,1208,2190,4,0,0,0,3,5
1709,0,0.8,1,8,0,58,0.8,136,2,10,956,1292,1781,17,0,1,1,1,11
1874,0,2.7,0,10,1,8,0.9,166,7,13,964,1233,1246,2,1,1,0,3,5
753,0,0.5,1,11,0,48,0.1,121,8,20,606,1316,,16,0,1,1,2,8
1773,0,2.5,1,16,0,32,0.6,170,6,18,1215,1472,3566,13,0,1,0,2,5
1234,0,1.6,0,1,1,33,0.6,172,1,3,166,778,1449,6,1,1,0,0,6
1426,1,1.6,1,4,0,12,0.7,174,5,16,1573,1694,1277,5,0,1,1,3,10
561,0,2.8,0,2,0,40,0.1,99,7,6,426,865,2974,19,0,1,0,1,11
775,1,1,1,3,1,46,0.7,159,2,16,862,1864,568,11,0,0,0,0,1
608,0,0.5,0,0,1,64,0.9,94,4,0,4,1351,2517,7,0,0,0,3,11
1485,1,2.8,1,3,0,44,0.1,138,4,14,341,774,3271,8,0,0,1,2,0
1083,0,2.9,0,1,0,64,0.8,178,3,11,1025,1118,3210,4,0,1,1,2,6
1579,0,0.5,0,0,1,5,0.2,88,7,9,1358,1739,3532,12,1,1,0,2,7
1695,1,2.3,0,1,1,34,0.4,84,5,10,713,1742,3296,14,1,1,1,2,9
1225,0,2.4,1,0,1,15,0.1,155,5,0,840,982,1970,15,0,0,1,3,4
1197,1,1.3,1,3,0,20,0.5,149,6,7,649,1629,1797,4,0,0,0,3,5
703,0,2.7,1,12,0,30,0.3,113,1,20,218,1065,1472,7,0,1,1,0,1
593,1,0.5,1,6,1,31,0.4,156,7,7,1233,1317,1692,7,0,1,1,3,11
504,1,2.8,0,,1,40,0.5,178,3,0,626,1195,470,16,0,1,1,0,11
1572,0,0.8,0,7,0,8,0.8,169,5,8,577,1237,3461,10,0,0,0,2,2
1224,0,1.6,1,9,1,33,1,157,1,18,522,563,3796,13,0,0,1,2,6
594,1,0.8,1,2,0,28,0.1,132,5,3,1011,1263,3087,4,0,0,0,1,2
713,1,1.6,1,4,0,63,0.7,89,2,8,103,1760,2082,12,0,1,1,3,7
1021,0,0.5,0,0,0,53,0.7,136,3,6,905,1988,2631,7,0,0,1,1,7
1809,0,1.7,1,3,0,59,0.1,174,3,4,639,721,2324,16,0,1,0,1,2
1447,1,0.5,1,3,1,40,0.7,184,2,5,963,1062,471,20,1,1,0,0,3
517,1,1.4,0,3,0,33,0.8,183,4,8,660,974,3704,11,0,1,0,2,6
561,0,1,1,0,1,11,0.1,163,8,10,492,1176,3421,5,0,0,0,1,1
922,1,1.5,0,1,0,35,0.9,188,7,15,1016,1383,1165,4,0,0,0,0,4
837,1,2.4,0,1,1,51,0.2,104,5,15,638,1831,594,20,0,1,0,0,7
1544,1,2.3,1,12,0,45,0.1,113,8,20,236,857,1300,18,0,0,1,3,1
1337,1,0.5,1,13,1,31,0.8,186,2,20,48,644,2180,16,0,1,0,3,7
1453,1,1.6,0,12,0,52,0.3,96,2,18,187,1311,2373,10,0,0,0,1,2
1615,1,0.5,1,14,1,15,0.1,132,4,16,622,1256,3488,3,1,1,0,2,7
1725,1,0.5,0,8,0,52,1,185,6,12,1125,1195,1243,5,0,0,0,3,7
1313,0,1.8,0,4,1,9,0.4,105,1,6,416,1308,3791,6,1,0,0,2,2
1230,0,2.2,0,6,1,26,0.8,123,5,7,416,676,988,9,1,0,0,0,10
1564,1,1.5,0,1,1,42,0.7,108,2,2,1619,1962,3376,7,1,0,1,2,6
1337,0,2.7,0,0,1,5,0.7,200,4,1,161,1029,3242,20,1,0,1,1,7
618,0,1,1,9,0,13,0.1,80,4,15,591,724,1424,7,0,0,1,0,9
857,0,2,0,3,1,17,0.2,195,7,9,157,948,3100,13,0,0,1,1,11
962,0,1.1,0,3,1,17,0.1,161,8,20,546,1424,3438,20,1,1,1,2,9
957,0,0.7,1,0,0,4,0.1,160,2,0,38,1682,1898,3,0,0,1,3,5
1323,0,2.5,0,10,0,28,0.2,131,4,12,162,619,1892,15,0,0,0,3,3
1250,0,1.5,1,14,0,20,0.4,167,5,18,11,1020,3314,6,0,0,0,1,9
1354,0,0.7,0,3,0,26,0.5,136,4,6,297,918,2090,13,0,0,1,3,10
1619,0,1.9,1,2,0,21,0.4,138,1,9,46,562,1641,13,0,1,1,3,0
1991,0,1.8,1,11,1,9,0.7,94,3,12,751,1377,1511,9,1,1,1,3,4
880,1,0.5,0,1,1,44,0.5,172,8,15,436,1302,3132,6,1,0,0,1,10
1793,1,2.7,1,12,0,44,0.7,175,5,17,655,1459,2803,6,0,0,0,2,0
797,0,2.9,0,4,1,38,0.5,90,4,6,763,1413,590,6,1,0,1,0,10
1339,0,0.5,0,10,0,21,0.5,80,4,11,833,1441,867,3,0,0,1,0,1
1735,1,1.8,0,16,1,34,0.1,140,2,17,149,876,2392,19,0,1,0,1,11
1623,0,1.2,1,6,0,61,0.9,120,7,12,1568,1832,1510,17,0,0,1,1,3
1783,0,0.5,1,8,1,14,0.6,183,8,11,910,1566,1816,7,1,1,0,1,0
1319,0,0.9,1,3,0,41,0.9,107,1,18,85,1152,2227,3,0,0,0,3,7
635,0,0.6,0,1,0,50,0.3,97,5,13,193,989,2107,12,0,1,1,3,6
1813,0,0.6,0,0,0,5,0.2,198,3,8,338,1306,759,14,0,0,1,0,2
640,1,0.6,1,0,1,20,0.1,163,4,15,710,1179,2844,18,0,0,1,1,0
1790,1,2.5,0,9,1,2,0.1,184,1,14,622,792,1366,20,0,0,0,3,1
1216,1,3,1,4,1,47,0.4,199,3,7,1852,1967,2268,4,1,0,0,1,3
1454,1,1.4,0,8,1,37,0.8,80,8,20,903,910,1713,19,1,1,1,3,6
1345,0,3,1,7,0,38,0.1,162,3,11,512,1465,1322,15,0,1,1,3,7
1991,0,2.7,1,5,0,64,0.9,145,2,13,1058,1325,1733,8,0,0,1,1,11
1290,1,0.5,1,0,1,3,0.1,143,6,4,600,1109,1214,15,1,0,0,3,7
1799,0,0.5,1,0,1,49,0.4,107,4,2,632,1383,720,11,0,0,0,0,10
1956,1,2.2,1,0,0,37,0.5,87,3,2,185,776,1109,19,0,0,1,3,11
1379,0,2.1,0,14,0,63,1,83,1,17,207,1370,651,7,0,0,1,0,2
1092,0,0.5,0,10,1,11,0.5,167,3,14,468,571,737,11,1,0,1,0,0
1489,1,2.1,0,0,1,9,0.4,169,3,1,923,1759,1663,14,0,1,0,3,7
723,1,0.5,1,0,0,3,0.2,168,4,3,920,1748,1851,16,0,1,1,3,6
1902,1,0.5,1,10,1,13,0.2,155,4,11,766,877,940,15,0,0,1,3,10
1310,0,2.3,0,6,1,57,0.9,135,8,9,449,889,1175,8,1,1,1,0,3
688,0,2.5,1,9,1,40,0.2,109,5,20,376,1957,1382,8,1,0,1,3,3
1542,1,2.3,1,1,1,43,0.8,182,2,11,346,966,3601,16,1,1,1,2,4
708,0,2.7,0,0,0,63,1,195,8,7,78,654,2169,7,0,0,0,3,1
1219,1,1,0,0,1,17,0.7,196,5,4,473,1022,705,6,1,0,0,0,6
1762,1,0.7,1,7,1,60,0.1,157,4,10,643,790,1380,14,0,1,1,3,11
1576,0,2,1,0,0,20,0.6,148,3,0,410,1551,1379,16,0,1,0,3,8
1007,1,2,1,0,1,45,0.1,95,5,2,1186,1529,3648,16,1,1,1,2,6
1320,1,0.5,0,7,1,48,0.2,168,5,16,103,1583,2893,9,1,1,0,1,10
1885,1,2.4,0,12,0,14,0.6,92,4,15,1406,1517,1277,16,0,1,0,3,11
1834,1,2.1,1,7,0,40,0.1,99,4,11,0,1987,3692,16,0,0,1,2,11
984,0,0.5,1,13,0,42,0.8,98,7,17,1036,1611,898,13,0,0,1,0,3
741,1,1.5,1,1,1,14,0.3,178,5,13,334,594,1886,9,0,0,0,0,0
1665,0,0.5,1,3,0,60,0.2,194,6,18,1572,1684,1601,14,0,1,1,1,0
534,1,0.5,0,4,1,2,0.2,85,5,16,911,1220,2466,18,1,0,0,1,4
831,1,2.4,1,10,1,55,0.5,86,6,12,172,1239,1075,3,0,0,1,0,9
807,1,0.5,1,9,1,8,0.3,158,5,20,667,697,1284,2,1,0,0,0,1
932,0,0.5,1,1,0,60,0.7,104,4,2,268,1078,1459,19,0,0,1,0,1
986,0,0.8,1,13,0,28,0.8,182,4,20,199,679,1149,18,0,0,1,0,11
1900,0,2.3,1,1,0,18,0.2,89,7,9,1055,1661,2871,13,0,0,0,2,11
1872,1,0.5,0,3,1,17,0.7,89,6,6,1749,1767,724,9,0,1,0,3,10
1772,0,1.6,1,17,0,45,0.5,159,2,18,837,1405,1146,17,0,0,1,3,8
1988,0,0.5,1,0,0,16,0.1,94,8,1,153,696,3144,14,0,1,1,2,8
652,1,0.5,0,1,1,58,0.6,142,3,2,464,781,565,9,1,1,0,0,1
1528,0,1.8,0,3,0,55,0.8,129,5,6,454,1762,1282,11,0,0,0,3,0
1035,0,2.7,1,1,1,40,0.2,157,5,15,757,1912,,5,1,0,0,2,3
1784,1,1.6,1,4,1,41,0.4,164,6,20,610,1437,2313,11,1,0,1,1,8
1481,0,0.7,0,4,0,37,0.6,96,5,13,116,1533,2945,16,0,0,0,1,3
671,1,0.9,0,10,1,30,0.7,105,7,17,852,1182,2504,15,0,1,1,1,7
603,0,2.5,0,3,1,35,0.7,126,3,16,692,1057,3703,9,1,1,0,2,3
752,1,0.5,0,1,1,48,0.7,87,7,13,164,728,3860,16,1,1,1,2,6
701,0,0.7,1,7,1,15,0.5,160,3,11,1002,1256,1756,17,0,0,0,3,8
1108,0,2.9,1,10,1,52,0.1,183,2,12,130,1706,3264,13,1,0,0,2,11
1163,0,1.9,1,6,1,2,0.9,133,5,20,919,1076,1568,19,0,1,1,3,0
1986,1,2.7,0,3,0,64,0.2,162,4,20,236,1520,1377,15,0,0,0,3,2
776,0,1.7,1,0,0,20,1,146,4,9,991,1803,685,7,0,0,0,0,3
730,0,0.5,0,3,0,27,0.1,112,5,10,62,846,3623,15,0,0,1,1,1
1595,0,0.8,0,0,0,44,0.7,85,4,20,1024,1838,3881,9,0,1,0,2,2
986,0,1.5,1,1,0,23,0.8,183,8,3,471,800,2385,19,0,1,1,3,0
683,1,0.7,1,5,1,19,0.9,173,4,17,954,1985,2622,5,1,1,0,1,10
696,0,2.4,1,11,0,35,0.2,103,3,13,533,797,2022,4,0,1,0,3,1
1445,1,2.2,0,2,1,37,0.4,82,2,6,527,1393,3480,17,0,0,0,2,10
518,0,2.4,1,0,0,62,0.6,128,6,0,489,710,2514,7,0,0,0,3,1
1283,0,2.4,0,8,0,33,1,93,3,15,510,980,773,2,0,0,1,0,0
1811,0,2,1,3,0,22,0.2,82,2,8,358,614,2847,4,0,1,0,1,10
1277,1,3,1,0,0,41,0.3,200,4,3,902,1090,429,14,0,0,0,0,6
697,1,2.7,0,5,0,20,0.4,173,2,6,478,1477,259,4,0,0,0,0,4
798,1,2.4,1,5,1,4,0.2,96,3,9,526,643,2965,14,0,0,1,1,10
1481,0,2,0,0,1,35,0.5,105,3,0,249,522,2635,4,0,1,0,1,3
504,0,0.5,0,5,1,16,0.1,166,1,9,767,1665,701,15,0,1,0,0,8
1448,1,0.5,0,18,1,2,0.2,100,5,19,846,1144,593,18,0,0,0,0,8
1254,0,2.3,1,0,0,44,0.2,149,1,10,204,1021,3011,12,0,0,1,1,10
